full_text,sentimen,cleaned_text,cleanedNormalized_text,tokenisasiSastrawi,tokens_no_stopwords,tokens_stemmed,final_preprocessed_text
@hujanpoe @kegblgnunfaedh Di penjara mayoritas pelaku laki2 baca berita2 di sosmed/TV ONE/TRANS/NET/RAJAWALI/dll pelaku kriminal pemrkosaan pembunuhan maling juterkena kdrt dan tindak kejahatan lainnya biasanya dilakukan laki2. Entah knp byk yg gk sadar bahkan menormalisasinya,negatif,di penjara mayoritas pelaku laki baca berita di sosmedtv onetransnetrajawalidll pelaku kriminal pemrkosaan pembunuhan maling juterkena kdrt dan tindak kejahatan lainnya biasanya dilakukan laki entah knp byk yg gk sadar bahkan menormalisasinya,di penjara mayoritas pelaku laki baca berita di sosmedtv onetransnetrajawalidll pelaku kriminal pemrkosaan pembunuhan maling juterkena kdrt dan tindak kejahatan lainnya biasanya dilakukan laki entah mengapa banyak yang tidak sadar bahkan menormalisasinya,"['di', 'penjara', 'mayoritas', 'pelaku', 'laki', 'baca', 'berita', 'di', 'sosmedtv', 'onetransnetrajawalidll', 'pelaku', 'kriminal', 'pemrkosaan', 'pembunuhan', 'maling', 'juterkena', 'kdrt', 'dan', 'tindak', 'kejahatan', 'lainnya', 'biasanya', 'dilakukan', 'laki', 'entah', 'mengapa', 'banyak', 'yang', 'tidak', 'sadar', 'bahkan', 'menormalisasinya']","['penjara', 'mayoritas', 'pelaku', 'laki', 'baca', 'berita', 'sosmedtv', 'onetransnetrajawalidll', 'pelaku', 'kriminal', 'pemrkosaan', 'pembunuhan', 'maling', 'juterkena', 'kdrt', 'tindak', 'kejahatan', 'lainnya', 'biasanya', 'dilakukan', 'laki', 'entah', 'banyak', 'tidak', 'sadar', 'bahkan', 'menormalisasinya']","['penjara', 'mayoritas', 'laku', 'laki', 'baca', 'berita', 'sosmedtv', 'onetransnetrajawalidll', 'laku', 'kriminal', 'pemrkosaan', 'bunuh', 'maling', 'juterkena', 'kdrt', 'tindak', 'jahat', 'lain', 'biasa', 'laku', 'laki', 'entah', 'banyak', 'tidak', 'sadar', 'bahkan', 'normal']",penjara mayoritas laku laki baca berita sosmedtv onetransnetrajawalidll laku kriminal pemrkosaan bunuh maling juterkena kdrt tindak jahat lain biasa laku laki entah banyak tidak sadar bahkan normal
@elrjustnobody @sosmedkeras Gatau ini cocokologi atau bkn ttangga gw agus ngeselin bgt dri kecil ngebuly gw mulu prkara gue pndek dn kecil pdhl muka dia burik bgt njir ky beruk. Om gw jg agus lgi tukang kdrt istri sm anaknya dia mana pngangguran hobi main burung dara doang. Demi apa agus smua,negatif,gatau ini cocokologi atau bkn ttangga gw agus ngeselin bgt dri kecil ngebuly gw mulu prkara gue pndek dn kecil pdhl muka dia burik bgt njir ky beruk om gw jg agus lgi tukang kdrt istri sm anaknya dia mana pngangguran hobi main burung dara doang demi apa agus smua,tidak tahu ini cocokologi atau bukan ttangga saya agus ngeselin sangat dari kecil ngebuly saya mulu prkara saya pndek dan kecil padahal muka dia burik sangat ky beruk om saya juga agus lagi tukang kdrt istri sama anaknya dia mana pngangguran hobi main burung dara doang demi apa agus semua,"['tidak', 'tahu', 'ini', 'cocokologi', 'atau', 'bukan', 'ttangga', 'saya', 'agus', 'ngeselin', 'sangat', 'dari', 'kecil', 'ngebuly', 'saya', 'mulu', 'prkara', 'saya', 'pndek', 'dan', 'kecil', 'padahal', 'muka', 'dia', 'burik', 'sangat', 'ky', 'beruk', 'om', 'saya', 'juga', 'agus', 'lagi', 'tukang', 'kdrt', 'istri', 'sama', 'anaknya', 'dia', 'mana', 'pngangguran', 'hobi', 'main', 'burung', 'dara', 'doang', 'demi', 'apa', 'agus', 'semua']","['tidak', 'tahu', 'cocokologi', 'bukan', 'ttangga', 'agus', 'ngeselin', 'sangat', 'kecil', 'ngebuly', 'mulu', 'prkara', 'pndek', 'kecil', 'padahal', 'muka', 'burik', 'sangat', 'ky', 'beruk', 'om', 'agus', 'tukang', 'kdrt', 'istri', 'sama', 'anaknya', 'mana', 'pngangguran', 'hobi', 'main', 'burung', 'dara', 'doang', 'apa', 'agus', 'semua']","['tidak', 'tahu', 'cocokologi', 'bukan', 'ttangga', 'agus', 'ngeselin', 'sangat', 'kecil', 'ngebuly', 'mulu', 'prkara', 'pndek', 'kecil', 'padahal', 'muka', 'burik', 'sangat', 'ky', 'beruk', 'om', 'agus', 'tukang', 'kdrt', 'istri', 'sama', 'anak', 'pngangguran', 'hobi', 'main', 'burung', 'dara', 'doang', 'agus', 'semua']",tidak tahu cocokologi bukan ttangga agus ngeselin sangat kecil ngebuly mulu prkara pndek kecil padahal muka burik sangat ky beruk om agus tukang kdrt istri sama anak pngangguran hobi main burung dara doang agus semua
MAU berbicara BGT. Selain ngerendahin orang gw tu paling gak suka ya ceramah yg isinya sexist jokes becandaan berbau seksual body shaming ngerendahin perempuan. Im so sick with penceramah yg menyalahkan istri korban KDRT dan perselingkuhan. Anak korban kekerasan ortu,negatif,mau berbicara bgt selain ngerendahin orang gw tu paling gak suka ya ceramah yg isinya sexist jokes becandaan berbau seksual body shaming ngerendahin perempuan im so sick with penceramah yg menyalahkan istri korban kdrt dan perselingkuhan anak korban kekerasan ortu,mau berbicara sangat selain ngerendahin orang saya tu paling tidak suka ya ceramah yang isinya sexist jokes becandaan berbau seksual body shaming ngerendahin perempuan im so sick with penceramah yang menyalahkan istri korban kdrt dan perselingkuhan anak korban kekerasan orang tua,"['mau', 'berbicara', 'sangat', 'selain', 'ngerendahin', 'orang', 'saya', 'tu', 'paling', 'tidak', 'suka', 'ya', 'ceramah', 'yang', 'isinya', 'sexist', 'jokes', 'becandaan', 'berbau', 'seksual', 'body', 'shaming', 'ngerendahin', 'perempuan', 'im', 'so', 'sick', 'with', 'penceramah', 'yang', 'menyalahkan', 'istri', 'korban', 'kdrt', 'dan', 'perselingkuhan', 'anak', 'korban', 'kekerasan', 'orang', 'tua']","['mau', 'berbicara', 'sangat', 'ngerendahin', 'orang', 'tu', 'paling', 'tidak', 'suka', 'ceramah', 'isinya', 'sexist', 'jokes', 'becandaan', 'berbau', 'seksual', 'body', 'shaming', 'ngerendahin', 'perempuan', 'im', 'so', 'sick', 'with', 'penceramah', 'menyalahkan', 'istri', 'korban', 'kdrt', 'perselingkuhan', 'anak', 'korban', 'kekerasan', 'orang', 'tua']","['bicara', 'sangat', 'ngerendahin', 'orang', 'tu', 'paling', 'tidak', 'suka', 'ceramah', 'isi', 'sexist', 'jokes', 'becandaan', 'bau', 'seksual', 'body', 'shaming', 'ngerendahin', 'perempuan', 'im', 'so', 'sick', 'with', 'ceramah', 'salah', 'istri', 'korban', 'kdrt', 'selingkuh', 'anak', 'korban', 'keras', 'orang', 'tua']",bicara sangat ngerendahin orang tu paling tidak suka ceramah isi sexist jokes becandaan bau seksual body shaming ngerendahin perempuan im so sick with ceramah salah istri korban kdrt selingkuh anak korban keras orang tua
Jadi gini....ada temen cewek yang seringkali posting n story WA romantis ama pasangannya seolah ingin menunjukkan bahwa dia adalah wanita yang bahagia dan beruntung Kalo aku sih langsung tahu.....ini pasti nutupin KDRT eh iya beneran kejadian #jamterbang #udahketebak,negatif,jadi giniada temen cewek yang seringkali posting n story wa romantis ama pasangannya seolah ingin menunjukkan bahwa dia adalah wanita yang bahagia dan beruntung kalo aku sih langsung tahuini pasti nutupin kdrt eh iya beneran kejadian,jadi giniada teman cewek yang seringkali posting dan story wa romantis ama pasangannya seolah ingin menunjukkan bahwa dia adalah wanita yang bahagia dan beruntung kalau saya langsung tahuini pasti nutupin kdrt eh iya beneran kejadian,"['jadi', 'giniada', 'teman', 'cewek', 'yang', 'seringkali', 'posting', 'dan', 'story', 'wa', 'romantis', 'ama', 'pasangannya', 'seolah', 'ingin', 'menunjukkan', 'bahwa', 'dia', 'adalah', 'wanita', 'yang', 'bahagia', 'dan', 'beruntung', 'kalau', 'saya', 'langsung', 'tahuini', 'pasti', 'nutupin', 'kdrt', 'eh', 'iya', 'beneran', 'kejadian']","['jadi', 'giniada', 'teman', 'cewek', 'seringkali', 'posting', 'story', 'wa', 'romantis', 'ama', 'pasangannya', 'menunjukkan', 'wanita', 'bahagia', 'beruntung', 'kalau', 'langsung', 'tahuini', 'nutupin', 'kdrt', 'eh', 'iya', 'beneran', 'kejadian']","['giniada', 'teman', 'cewek', 'seringkali', 'posting', 'story', 'wa', 'romantis', 'ama', 'pasang', 'tunjuk', 'wanita', 'bahagia', 'untung', 'langsung', 'tahuini', 'nutupin', 'kdrt', 'eh', 'iya', 'beneran']",giniada teman cewek seringkali posting story wa romantis ama pasang tunjuk wanita bahagia untung langsung tahuini nutupin kdrt eh iya beneran
Just had our first KDRT. Dia lagi fokus dengan hape suasana hening dan gue mendekat diam-diam ndusel sambil nyanyi meow meow meow meow What Was I Made For - Billie Eilish. Doi kaget dan gue digeplak. Untung aku sayang... ,negatif,just had our first kdrt dia lagi fokus dengan hape suasana hening dan gue mendekat diam diam ndusel sambil nyanyi meow meow meow meow what was i made for billie eilish doi kaget dan gue digeplak untung aku sayang,just had our first kdrt dia lagi fokus dengan hape suasana hening dan saya mendekat diam diam ndusel sambil nyanyi meow meow meow meow what was i made for billie eilish doi kaget dan saya digeplak untung saya sayang,"['just', 'had', 'our', 'first', 'kdrt', 'dia', 'lagi', 'fokus', 'dengan', 'hape', 'suasana', 'hening', 'dan', 'saya', 'mendekat', 'diam', 'diam', 'ndusel', 'sambil', 'nyanyi', 'meow', 'meow', 'meow', 'meow', 'what', 'was', 'i', 'made', 'for', 'billie', 'eilish', 'doi', 'kaget', 'dan', 'saya', 'digeplak', 'untung', 'saya', 'sayang']","['just', 'had', 'our', 'first', 'kdrt', 'fokus', 'hape', 'suasana', 'hening', 'mendekat', 'diam', 'diam', 'ndusel', 'nyanyi', 'meow', 'meow', 'meow', 'meow', 'what', 'was', 'i', 'made', 'for', 'billie', 'eilish', 'doi', 'kaget', 'digeplak', 'untung', 'sayang']","['just', 'had', 'our', 'first', 'kdrt', 'fokus', 'hape', 'suasana', 'hening', 'dekat', 'diam', 'diam', 'ndusel', 'nyanyi', 'meow', 'meow', 'meow', 'meow', 'what', 'was', 'i', 'made', 'for', 'billie', 'eilish', 'doi', 'kaget', 'geplak', 'untung', 'sayang']",just had our first kdrt fokus hape suasana hening dekat diam diam ndusel nyanyi meow meow meow meow what was i made for billie eilish doi kaget geplak untung sayang
@dearchaniee TLONG BNTU LAPOR AKU KENA KDRT,negatif,tlong bntu lapor aku kena kdrt,tlong bntu lapor saya terkena kdrt,"['tlong', 'bntu', 'lapor', 'saya', 'terkena', 'kdrt']","['tlong', 'bntu', 'lapor', 'terkena', 'kdrt']","['tlong', 'bntu', 'lapor', 'kena', 'kdrt']",tlong bntu lapor kena kdrt
@Yogg_gga @kegblgnunfaedh Betul bang emg sudah saatnya di Indonesia khususnya orang2 pada takut menikah. Especially women karena mereka tidak aman. Kasian kalau hrs terjebal lelaki pengguna narkoba kdrt atau judol sudah banyak kasus soalnya.,negatif,betul bang emg sudah saatnya di indonesia khususnya orang pada takut menikah especially women karena mereka tidak aman kasian kalau hrs terjebal lelaki pengguna narkoba kdrt atau judol sudah banyak kasus soalnya,betul bang memang sudah saatnya di indonesia khususnya orang pada takut menikah especially women karena mereka tidak aman kasihan kalau harus terjebal lelaki pengguna narkoba kdrt atau judol sudah banyak kasus soalnya,"['betul', 'bang', 'memang', 'sudah', 'saatnya', 'di', 'indonesia', 'khususnya', 'orang', 'pada', 'takut', 'menikah', 'especially', 'women', 'karena', 'mereka', 'tidak', 'aman', 'kasihan', 'kalau', 'harus', 'terjebal', 'lelaki', 'pengguna', 'narkoba', 'kdrt', 'atau', 'judol', 'sudah', 'banyak', 'kasus', 'soalnya']","['betul', 'bang', 'memang', 'saatnya', 'indonesia', 'khususnya', 'orang', 'takut', 'menikah', 'especially', 'women', 'tidak', 'aman', 'kasihan', 'kalau', 'terjebal', 'lelaki', 'pengguna', 'narkoba', 'kdrt', 'judol', 'banyak', 'kasus', 'soalnya']","['betul', 'bang', 'memang', 'saat', 'indonesia', 'khusus', 'orang', 'takut', 'nikah', 'especially', 'women', 'tidak', 'aman', 'kasihan', 'terjebal', 'lelaki', 'guna', 'narkoba', 'kdrt', 'judol', 'banyak', 'kasus', 'soal']",betul bang memang saat indonesia khusus orang takut nikah especially women tidak aman kasihan terjebal lelaki guna narkoba kdrt judol banyak kasus soal
@QuoteAja njir yg komen solusinya nikah lagi hanya gara-gara si suami gak bisa nahan nafsu gak heran kemiskinan dan KDRT merajalela selangkangan mulu isi otaknya,negatif,njir yg komen solusinya nikah lagi hanya gara gara si suami gak bisa nahan nafsu gak heran kemiskinan dan kdrt merajalela selangkangan mulu isi otaknya,yang komen solusinya nikah lagi hanya gara gara si suami tidak bisa nahan nafsu tidak heran kemiskinan dan kdrt merajalela selangkangan mulu isi otaknya,"['yang', 'komen', 'solusinya', 'nikah', 'lagi', 'hanya', 'gara', 'gara', 'si', 'suami', 'tidak', 'bisa', 'nahan', 'nafsu', 'tidak', 'heran', 'kemiskinan', 'dan', 'kdrt', 'merajalela', 'selangkangan', 'mulu', 'isi', 'otaknya']","['komen', 'solusinya', 'nikah', 'gara', 'gara', 'si', 'suami', 'tidak', 'nahan', 'nafsu', 'tidak', 'heran', 'kemiskinan', 'kdrt', 'merajalela', 'selangkangan', 'mulu', 'isi', 'otaknya']","['komen', 'solusi', 'nikah', 'gara', 'gara', 'suami', 'tidak', 'nahan', 'nafsu', 'tidak', 'heran', 'miskin', 'kdrt', 'rajalela', 'selangkang', 'mulu', 'isi', 'otak']",komen solusi nikah gara gara suami tidak nahan nafsu tidak heran miskin kdrt rajalela selangkang mulu isi otak
Iya setidaknya dicoba dulu. Kan belum tau. Belum dicoba. Kan bisa beda responsnya. Kalo masih gak mempan baru cari solusi lain. Bukan langsung yauda yauda aja. Tiati kalo merembet gak sadar kdrt.. sebelum terlambat.,positif,iya setidaknya dicoba dulu kan belum tau belum dicoba kan bisa beda responsnya kalo masih gak mempan baru cari solusi lain bukan langsung yauda yauda aja tiati kalo merembet gak sadar kdrt sebelum terlambat,iya setidaknya dicoba dulu kan belum tahu belum dicoba kan bisa beda responsnya kalau masih tidak mempan baru cari solusi lain bukan langsung yauda yauda saja tiati kalau merembet tidak sadar kdrt sebelum terlambat,"['iya', 'setidaknya', 'dicoba', 'dulu', 'kan', 'belum', 'tahu', 'belum', 'dicoba', 'kan', 'bisa', 'beda', 'responsnya', 'kalau', 'masih', 'tidak', 'mempan', 'baru', 'cari', 'solusi', 'lain', 'bukan', 'langsung', 'yauda', 'yauda', 'saja', 'tiati', 'kalau', 'merembet', 'tidak', 'sadar', 'kdrt', 'sebelum', 'terlambat']","['iya', 'dicoba', 'dulu', 'kan', 'tahu', 'dicoba', 'kan', 'beda', 'responsnya', 'kalau', 'tidak', 'mempan', 'baru', 'cari', 'solusi', 'bukan', 'langsung', 'yauda', 'yauda', 'tiati', 'kalau', 'merembet', 'tidak', 'sadar', 'kdrt', 'terlambat']","['iya', 'coba', 'dulu', 'tahu', 'coba', 'beda', 'respons', 'tidak', 'mempan', 'baru', 'cari', 'solusi', 'bukan', 'langsung', 'yauda', 'yauda', 'tiati', 'rembet', 'tidak', 'sadar', 'kdrt', 'lambat']",iya coba dulu tahu coba beda respons tidak mempan baru cari solusi bukan langsung yauda yauda tiati rembet tidak sadar kdrt lambat
@Rizieq_Sangean Gw cowok. Prinsip laki laki itu kl ingin diminta baik baik bila kemudian sudah tidak ingin apapun alasanya kembalikan dengan baik baik. Nggak perlu gaplok2 KDRT. Tangan yg menghidupi bukan tangan yg pantas buat mencelakai.,positif,gw cowok prinsip laki laki itu kl ingin diminta baik baik bila kemudian sudah tidak ingin apapun alasanya kembalikan dengan baik baik nggak perlu gaplok kdrt tangan yg menghidupi bukan tangan yg pantas buat mencelakai,saya cowok prinsip laki laki itu kalau ingin diminta baik baik bila kemudian sudah tidak ingin apapun alasanya kembalikan dengan baik baik tidak perlu gaplok kdrt tangan yang menghidupi bukan tangan yang pantas buat mencelakai,"['saya', 'cowok', 'prinsip', 'laki', 'laki', 'itu', 'kalau', 'ingin', 'diminta', 'baik', 'baik', 'bila', 'kemudian', 'sudah', 'tidak', 'ingin', 'apapun', 'alasanya', 'kembalikan', 'dengan', 'baik', 'baik', 'tidak', 'perlu', 'gaplok', 'kdrt', 'tangan', 'yang', 'menghidupi', 'bukan', 'tangan', 'yang', 'pantas', 'buat', 'mencelakai']","['cowok', 'prinsip', 'laki', 'laki', 'kalau', 'diminta', 'baik', 'baik', 'bila', 'kemudian', 'tidak', 'apapun', 'alasanya', 'kembalikan', 'baik', 'baik', 'tidak', 'perlu', 'gaplok', 'kdrt', 'tangan', 'menghidupi', 'bukan', 'tangan', 'pantas', 'buat', 'mencelakai']","['cowok', 'prinsip', 'laki', 'laki', 'minta', 'baik', 'baik', 'bila', 'kemudian', 'tidak', 'alasanya', 'kembali', 'baik', 'baik', 'tidak', 'perlu', 'gaplok', 'kdrt', 'tangan', 'hidup', 'bukan', 'tangan', 'pantas', 'buat', 'celaka']",cowok prinsip laki laki minta baik baik bila kemudian tidak alasanya kembali baik baik tidak perlu gaplok kdrt tangan hidup bukan tangan pantas buat celaka
Ntar mampusss dibanting tau rasa. Wkkwkkwkk bertahan kok sama org KDRT. Tolol emang yaaa.,negatif,ntar mampuss dibanting tau rasa wkkwkkwkk bertahan kok sama org kdrt tolol emang yaa,nanti mampuss dibanting tahu rasa wkkwkkwkk bertahan kok sama orang kdrt tolol memang yaa,"['nanti', 'mampuss', 'dibanting', 'tahu', 'rasa', 'wkkwkkwkk', 'bertahan', 'kok', 'sama', 'orang', 'kdrt', 'tolol', 'memang', 'yaa']","['mampuss', 'dibanting', 'tahu', 'rasa', 'wkkwkkwkk', 'bertahan', 'kok', 'sama', 'orang', 'kdrt', 'tolol', 'memang', 'yaa']","['mampuss', 'banting', 'tahu', 'rasa', 'wkkwkkwkk', 'tahan', 'sama', 'orang', 'kdrt', 'tolol', 'memang', 'yaa']",mampuss banting tahu rasa wkkwkkwkk tahan sama orang kdrt tolol memang yaa
@ilav_viu cheating kdrt. tp aku sendiri suka mukul suamiku,negatif,cheating kdrt tp aku sendiri suka mukul suamiku,cheating kdrt tetapi saya sendiri suka mukul suamiku,"['cheating', 'kdrt', 'tetapi', 'saya', 'sendiri', 'suka', 'mukul', 'suamiku']","['cheating', 'kdrt', 'sendiri', 'suka', 'mukul', 'suamiku']","['cheating', 'kdrt', 'sendiri', 'suka', 'mukul', 'suami']",cheating kdrt sendiri suka mukul suami
@Rizieq_Sangean Keplakin dan gw pernah nonjok pelaku KDRT dikos2an. Meski akhirnya dia manggil sodara / temennya yg polisi. Tapi yg punya kos (ex Hakim Agung) bela gw . Trs dianya diusir dari kos an.,negatif,keplakin dan gw pernah nonjok pelaku kdrt dikosan meski akhirnya dia manggil sodara temennya yg polisi tapi yg punya kos ex hakim agung bela gw trs dianya diusir dari kos an,keplakin dan saya pernah nonjok pelaku kdrt dikosan meski akhirnya dia manggil sodara temennya yang polisi tetapi yang punya kos mantan hakim agung bela saya terus dianya diusir dari kos an,"['keplakin', 'dan', 'saya', 'pernah', 'nonjok', 'pelaku', 'kdrt', 'dikosan', 'meski', 'akhirnya', 'dia', 'manggil', 'sodara', 'temennya', 'yang', 'polisi', 'tetapi', 'yang', 'punya', 'kos', 'mantan', 'hakim', 'agung', 'bela', 'saya', 'terus', 'dianya', 'diusir', 'dari', 'kos', 'an']","['keplakin', 'pernah', 'nonjok', 'pelaku', 'kdrt', 'dikosan', 'meski', 'akhirnya', 'manggil', 'sodara', 'temennya', 'polisi', 'punya', 'kos', 'mantan', 'hakim', 'agung', 'bela', 'terus', 'dianya', 'diusir', 'kos', 'an']","['keplakin', 'pernah', 'nonjok', 'laku', 'kdrt', 'dikosan', 'meski', 'akhir', 'manggil', 'sodara', 'temennya', 'polisi', 'punya', 'kos', 'mantan', 'hakim', 'agung', 'bela', 'dia', 'usir', 'kos', 'an']",keplakin pernah nonjok laku kdrt dikosan meski akhir manggil sodara temennya polisi punya kos mantan hakim agung bela dia usir kos an
@sbyfess Menurutku salah urusan rumah tangga harusnya dikeep berdua. Kecuali keadaan urgent misal kamu kena KDRT atau sejenisnya yang benar² butuh pertolongan. Kalaupun mau cerita lebih baik ke orang yang netral dan bijak untuk memberikan solusi contoh guru atau orang yang dituakan.,positif,menurutku salah urusan rumah tangga harusnya dikeep berdua kecuali keadaan urgent misal kamu kena kdrt atau sejenisnya yang benar butuh pertolongan kalaupun mau cerita lebih baik ke orang yang netral dan bijak untuk memberikan solusi contoh guru atau orang yang dituakan,menurutku salah urusan rumah tangga harusnya dikeep berdua kecuali keadaan urgent misal kamu terkena kdrt atau sejenisnya yang benar butuh pertolongan kalaupun mau cerita lebih baik ke orang yang netral dan bijak untuk memberikan solusi contoh guru atau orang yang dituakan,"['menurutku', 'salah', 'urusan', 'rumah', 'tangga', 'harusnya', 'dikeep', 'berdua', 'kecuali', 'keadaan', 'urgent', 'misal', 'kamu', 'terkena', 'kdrt', 'atau', 'sejenisnya', 'yang', 'benar', 'butuh', 'pertolongan', 'kalaupun', 'mau', 'cerita', 'lebih', 'baik', 'ke', 'orang', 'yang', 'netral', 'dan', 'bijak', 'untuk', 'memberikan', 'solusi', 'contoh', 'guru', 'atau', 'orang', 'yang', 'dituakan']","['menurutku', 'salah', 'urusan', 'rumah', 'tangga', 'harusnya', 'dikeep', 'berdua', 'keadaan', 'urgent', 'misal', 'kamu', 'terkena', 'kdrt', 'sejenisnya', 'benar', 'butuh', 'pertolongan', 'kalaupun', 'mau', 'cerita', 'lebih', 'baik', 'orang', 'netral', 'bijak', 'memberikan', 'solusi', 'contoh', 'guru', 'orang', 'dituakan']","['turut', 'salah', 'urus', 'rumah', 'tangga', 'harus', 'dikeep', 'dua', 'ada', 'urgent', 'misal', 'kena', 'kdrt', 'jenis', 'benar', 'butuh', 'tolong', 'kalaupun', 'cerita', 'lebih', 'baik', 'orang', 'netral', 'bijak', 'beri', 'solusi', 'contoh', 'guru', 'orang', 'tua']",turut salah urus rumah tangga harus dikeep dua ada urgent misal kena kdrt jenis benar butuh tolong kalaupun cerita lebih baik orang netral bijak beri solusi contoh guru orang tua
